User 66,1.47,0.72,0.53,0.48,1.9,1.63,2.88
User 67,0.99,1.28,2.32,0.16,1.06,1.09,3.34
User 68,0.93,1,0.61,0.8,1.52,1.28,2.94
User 69,0.51,1.08,1.92,1.04,1.3,1.09,2.88
User 70,0.54,1.44,0.72,0.7,1.36,1.5,2.54
User 71,1.6,0.8,0.38,0.5,1.5,1.28,2.46
User 72,0.83,1.04,2.94,0.88,1.86,1.25,2.34
User 73,0.74,2.24,0.14,1.22,1.88,1.98,2.58
User 74,0.9,1.08,2.48,0.82,1.78,1.41,3.46
User 75,1.31,1.36,1.47,0.78,2,1.63,2.42
User 76,0.99,2.96,1.71,1.36,1.96,1.38,2.32
User 77,1.28,1.12,1.04,0.7,1.3,1.86,3.36
User 78,0.8,1.76,2.53,1.04,2.22,1.63,2.46
User 79,0.83,1.08,0.67,0.54,1.06,1.25,3.06
User 80,0.7,1.04,0.19,0.78,2.42,1.12,2.98
User 81,2.08,0.92,0.8,0.54,1.7,1.54,3.42
User 82,0.74,1.32,0.93,0.66,1.82,1.86,2.54
User 83,0.7,1.52,0.45,0.32,0.86,2.05,3.04
User 84,1.25,0.92,0.86,0.66,1.98,1.12,2.66
User 85,1.92,0.28,1.12,0.88,1.96,1.86,2.58
User 86,0.74,1.84,0.24,0.8,1.66,1.5,3.34
User 87,0.7,0.76,0.72,0.42,1.54,1.41,2.56
User 88,0.64,1.08,0.19,0.5,0.9,1.18,3.12
User 89,0.64,2.36,0.14,1.02,1.76,1.22,2.42
User 90,0.67,2.08,1.04,0.74,1.64,1.57,2.64
User 91,1.38,1.12,0.72,0.88,1.36,1.79,3.26
User 92,0.56,1.16,0.13,0.54,0.9,1.54,2.64
User 93,1.1,2.04,2.45,1.44,2.28,1.63,2.42
User 94,0.64,1.2,2.27,1.42,2.83,1.47,2.38
User 95,0.99,2,2.13,1.82,2.6,1.5,2.46
User 96,1.12,0.96,0.3,0.56,1.92,1.22,2.94
User 97,0.9,1.44,2.34,0.94,2.14,1.79,2.82
User 98,0.9,0.56,1.38,0.8,1.9,1.41,2.54
User 99,1.02,0.88,2.67,1.02,1.78,2.14,2.78
User 100,0.67,1.6,0.21,2.16,1.96,3.04,3.1
User 101,0.9,0.96,0.38,0.78,2.1,1.79,2.82
User 102,0.64,1.12,0.4,0.64,1.12,1.76,3.06
User 103,0.99,2.12,1.41,0.96,2.94,1.41,2.42
User 104,0.88,1.2,0.16,0.5,1,1.79,2.86
User 105,1.47,0.84,0.64,0.32,1.18,1.73,3.46
User 106,0.86,0.88,2.85,0.42,1.54,1.7,2.46
User 107,1.07,0.56,0.93,1.3,2.62,2.27,2.74
User 108,0.99,1.2,0.38,0.8,1.1,1.15,3.42
User 109,1.76,0.04,0.43,1.5,1.62,0.96,3.18
User 110,0.8,2.16,1.12,1.54,2.34,2.24,2.78
User 111,0.9,1.8,1.25,0.86,1.86,2.46,2.98
User 112,0.9,1.08,1.65,0.7,1.44,1.15,2.86
User 113,0.9,1.84,0.51,1.04,1.78,1.86,2.54
User 114,0.35,1.36,1.41,1.1,1.5,1.28,2.48
User 115,0.83,1.04,2.94,0.88,1.86,1.25,2.34
User 116,1.15,1.28,0.18,0.7,2.3,1.73,2.34
User 117,0.64,1.72,1.25,0.72,2.04,1.76,2.4
User 118,0.61,1.32,0.78,1.12,1.74,1.79,2.94
User 119,0.54,1.2,1.17,1.04,1.38,1.82,2.94
User 120,1.06,1.6,1.1,0.86,1.84,0.96,3.18
User 121,0.86,1.96,1.25,1.66,2.9,1.44,2.5
User 122,0.77,1.04,0.26,1.42,2,1.6,2.64
User 123,0.93,2.68,1.3,1.42,2.22,1.31,2.38
User 124,1.98,0.48,0.75,0.88,2.62,1.54,2.38
User 125,0.74,1.52,1.38,1.1,2,1.47,2.74
User 126,0.64,1.36,0.19,0.78,1.58,1.31,2.82
User 127,0.51,1.44,0.42,0.74,1.3,1.18,2.98
User 128,1.06,1.68,1.02,0.72,2.02,1.41,2.56
User 129,1.09,1.48,0.99,1.12,1.78,1.31,3.34
User 130,0.54,1.2,0.45,0.88,1.66,1.57,2.78
User 131,0.9,0.88,1.52,0.8,1.48,0.99,2.88
User 132,0.83,1.68,1.14,1.66,2.78,1.7,2.54
User 133,0.93,1.64,1.73,1.46,1.98,1.89,2.94
User 134,0.38,1.28,1.54,1.7,2.16,1.31,2.5
User 135,0.51,1.64,0.27,0.78,1.86,2.5,3.34
User 136,0.8,0.96,0.73,1.1,2.82,2.14,2.54
User 137,1.15,1.72,1.62,0.78,1.94,1.47,2.54
User 138,0.51,1.16,1.66,1.58,1.9,1.28,2.88
User 139,0.96,1.4,0.74,0.86,1.98,1.44,3.06
User 140,1.09,1.32,0.74,0.5,1.06,1.86,3.2
User 141,0.74,1.28,0.26,1.14,1.96,1.73,3.34
User 142,0.8,1.12,0.19,0.82,1.48,1.7,2.96
User 143,0.86,1.96,0.61,1.22,1.86,1.22,3.1
User 144,0.61,1.04,0.34,0.22,1.9,2.37,2.62
User 145,0.9,1.4,0.19,1.04,1.88,2.21,3.02
User 146,0.96,2.96,0.29,0.88,2.08,1.66,3.42
User 147,1.09,0.6,0.19,1.62,2.44,1.38,2.46
User 148,0.8,1.24,1.98,1.38,2.42,1.5,2.62
User 149,0.86,1.28,1.01,1.26,2.12,1.92,2.94
User 150,0.77,1.52,1.33,1.34,2.46,1.6,2.54
User 151,1.18,1.12,1.01,1.2,2.02,1.47,3.1
User 152,0.74,1.64,0.18,0.94,2,1.5,2.98
User 153,0.64,1.6,0.21,0.62,1.22,1.44,2.66
User 154,0.64,1.56,0.22,0.5,2.02,1.34,2.78
User 155,1.09,1.44,0.22,0.34,1.94,1.66,2.62
User 156,1.02,1.16,1.22,0.94,1.66,2.08,3.42
User 157,0.9,1.64,0.32,1.34,2.02,1.57,2.86
User 158,2.05,1.12,0.7,0.5,1.04,1.98,3.44
User 159,1.18,2.04,1.89,1.66,2.18,1.41,2.34
User 160,1.06,1.76,1.02,0.24,1.16,1.28,3.36
User 161,0.58,1.12,1.57,0.78,1.5,1.44,2.9
User 162,1.15,1.08,0.51,0.34,0.98,2.21,3.36
User 163,0.9,1.84,0.51,1.04,1.78,1.86,2.54
User 164,0.7,1.28,0.93,0.54,1.58,1.76,2.98
User 165,0.8,1.16,1.09,0.82,1.5,0.93,2.88
User 166,0.9,1.64,0.21,0.3,1.68,1.44,2.74
User 167,0.7,0.8,2.56,1.1,1.5,1.47,2.38
User 168,0.61,1.04,0.83,0.82,1.86,2.18,2.54
User 169,0.67,2.04,2.82,0.9,1.66,1.5,2.34
User 170,0.7,1.28,1.49,0.58,1.46,1.73,2.86
User 171,0.93,1.16,0.26,1.42,2.4,2.18,2.8
User 172,1.9,0.4,0.45,0.7,1.06,1.22,2.48
User 173,0.74,1.96,0.14,0.4,0.98,1.22,2.78
User 174,1.06,1.28,0.22,0.74,1.24,1.6,3.28
User 175,0.96,1.08,0.8,0.72,2.02,1.57,3.26
User 176,0.42,1.88,0.26,1.06,2.1,1.15,2.62
User 177,1.02,1.16,0.78,1.1,2,1.38,3.26
User 178,0.99,1.08,0.93,0.62,1.46,1.73,2.94
User 179,0.7,0.96,0.22,0.46,2.12,1.7,2.98
User 180,0.77,1.24,0.21,0.88,1.42,1.76,2.88
User 181,0.58,1.44,0.19,0.24,0.94,2.18,2.9
User 182,0.8,1.2,1.25,1.78,2.62,1.6,2.7
User 183,1.28,1.48,1.42,0.96,1.98,1.6,2.48
User 184,1.38,1.12,1.8,0.82,1.16,1.22,3.3
User 185,1.06,1.04,2.5,1.78,2.8,2.18,2.54
User 186,0.96,1.2,0.36,0.22,2.8,1.98,2.64
User 187,0.58,1.12,0.27,1.42,2.14,1.44,2.72
User 188,1.41,1.32,0.19,0.32,1.56,1.41,3.06
User 189,1.02,1.04,1.33,0.86,2.4,1.63,2.46
User 190,0.93,0.6,0.18,0.32,1.1,1.28,3.04
User 191,0.51,1.08,2.48,0.66,1.8,1.38,2.32
User 192,0.83,1.32,1.89,1.28,1.7,1.76,2.66
User 193,1.7,0.64,0.43,0.9,1.7,1.7,3.52
User 194,0.9,1.56,0.22,1.26,1.96,2.05,3.44
User 195,0.34,1.16,0.18,1.18,1.86,1.76,2.86
User 196,0.8,1,0.22,0.94,1.4,1.41,2.96
User 197,0.7,1.04,1.41,0.62,1.5,1.31,3.04
User 198,1.28,0.68,2.06,1.58,2.48,1.57,2.5
User 199,0.64,1.48,0.99,0.64,1.3,1.57,3.26
User 200,1.25,2.16,0.22,0.9,1.76,1.7,2.4
User 201,1.06,1.28,2.5,1.66,3.02,1.79,2.78
User 202,1.12,1.56,0.38,0.66,2.1,1.73,2.96
User 203,0.7,0.92,2.77,0.98,1.58,1.47,2.34
User 204,1.06,1.12,0.22,0.7,1.46,1.82,2.82
User 205,0.83,0.88,0.82,0.62,1.74,1.02,2.7
User 206,0.99,2.08,0.27,0.14,0.82,1.38,2.78
User 207,0.99,1.28,0.19,0.54,2.22,1.73,2.62
User 208,0.8,0.84,0.24,0.56,1.44,1.89,2.94
User 209,0.77,0.88,1.71,0.7,1.08,1.15,2.58
User 210,1.06,1.12,0.98,1.1,1.38,1.02,3.26
User 211,0.54,1.44,1.31,1.18,1.48,1.31,3.3
User 212,0.93,1.36,1.94,0.9,2.36,1.5,2.82
User 213,0.83,2.04,0.42,0.7,2.12,1.6,2.98
User 214,0.51,1.32,0.24,0.42,1.3,1.34,2.58
User 215,0.61,1.56,0.16,0.38,0.94,1.22,3.46
User 216,0.7,1.28,1.66,1.68,2.68,1.7,2.54
User 217,0.61,1.52,0.18,0.8,1.4,1.22,3.04
User 218,0.9,1.2,0.5,0.64,1.54,1.38,2.3
User 219,1.02,0.72,1.2,1.9,2.98,1.31,2.38
User 220,0.9,0.88,2.05,1.36,2,1.38,2.86
User 221,0.77,1.08,0.29,1.38,2.54,1.6,2.88
User 222,1.25,1.12,1.47,0.26,1.22,1.12,3.22
User 223,1.15,2.32,2.4,1.12,1.54,1.63,2.4
User 224,0.93,1.32,0.14,0.54,1.56,1.6,3.04
User 225,0.61,1.2,2.05,1.3,3.06,1.57,2.42
User 226,1.02,1.96,0.27,1.18,1.46,1.47,3.34
User 227,0.9,2.24,0.27,1.3,1.42,1.18,2.46
User 228,0.67,1.2,1.39,1.26,1.7,1.25,2.82
User 229,0.54,2.96,0.58,0.78,1.7,1.28,3.3
User 230,0.61,1.04,1.98,1.34,1.96,1.15,2.38
User 231,0.61,1,0.22,1.1,1.42,2.11,2.8
User 232,0.58,1.44,2.1,1.92,2.18,1.12,2.42
User 233,0.83,1.96,0.51,0.74,1.16,1.02,3.02
User 234,0.48,1.96,0.24,0.46,1.62,1.28,2.74
User 235,0.61,0.84,0.15,2.38,2.12,1.34,2.14
User 236,0.34,1.16,0.18,1.18,1.86,1.76,2.86
User 237,1.41,1.08,1.34,1.6,2.14,1.15,3.14
User 238,0.58,1.84,0.22,0.98,2.14,1.44,2.96
User 239,0.96,0.88,1.02,1.18,2.24,1.12,2.7
User 240,2.08,0.48,0.18,0.1,0.14,1.15,3.6
User 241,0.7,0.92,2.77,0.98,1.58,1.47,2.34
User 242,1.25,2.48,1.76,1.76,2.38,1.6,2.32
User 243,0.74,1.6,1.2,0.32,1.02,2.69,2.58
User 244,0.74,1.84,1.02,0.46,1.14,2.5,3.12
User 245,0.83,1.56,0.22,0.32,0.88,2.4,3.02
User 246,0.64,1.2,0.98,0.82,1.6,1.63,2.88
User 247,1.33,0.52,0.22,0.3,0.86,1.66,2.8
User 248,1.5,1.96,2.08,1.12,2.94,1.63,2.46
User 249,0.96,0.64,0.67,0.98,1.34,1.15,3.14
User 250,0.34,1.16,0.18,1.18,1.86,1.76,2.86
User 251,0.51,1,1.57,1.58,1.82,1.22,2.66
User 252,0.67,1.16,0.26,0.78,1.58,1.6,2.94
User 253,0.51,1.28,2,0.48,2.08,1.15,2.4
User 254,0.58,1.2,2.05,0.5,2.28,1.66,2.4
User 255,0.61,2.4,0.64,0.16,1.62,1.89,2.78
User 256,1.09,1.76,0.67,1.36,1.92,2.43,3.28
User 257,0.9,0.88,0.29,0.86,1.54,1.41,3.36
User 258,0.93,1.96,0.22,1.38,1.98,1.57,2.4
User 259,2.22,0.24,1.09,0.24,1.12,1.41,2.72
User 260,0.61,1.32,1.62,1.68,1.78,1.31,2.42
User 261,0.77,0.72,1.07,0.88,2.14,1.79,2.62
User 262,0.96,1.44,1.09,1.18,3.12,2.05,2.72
User 263,1.58,0.88,0.29,0.82,1.86,1.73,2.78
User 264,0.61,1.72,1.74,1.42,2.06,2.46,2.78
User 265,1.06,1.2,0.48,0.8,1.66,1.28,3.5
User 266,1.22,1.36,1.33,1.18,2.24,1.66,2.46
User 267,1.12,1.16,2.3,1.44,2.36,1.86,2.38
User 268,1.09,1.96,1.17,0.8,1.94,1.95,2.72
User 269,0.45,1.4,0.22,0.64,1.7,2.18,2.78
User 270,0.77,1.52,1.28,1.5,2.5,1.47,2.46
User 271,0.8,1.64,0.29,1.38,2.2,1.25,3.26
User 272,0.58,1.28,1.15,0.46,1.46,1.41,2.78
User 273,0.7,1.12,1.92,1.82,1.9,0.96,2.46
User 274,0.77,1.6,2.86,1.34,2.46,1.34,2.56
User 275,1.15,1.76,1.33,0.74,1.9,1.38,2.72
User 276,0.93,1,0.22,0.8,1.52,1.38,3.52
User 277,0.83,1.68,1.55,0.8,1.86,1.5,2.42
User 278,0.83,1.24,0.38,1.54,2.38,2.18,2.82
User 279,1.12,1.56,0.14,0.4,0.82,0.9,2.78
User 280,0.99,0.36,0.22,1.5,1.94,1.47,2.66
User 281,1.15,1.28,1.68,0.94,1.8,1.06,3.1
User 282,0.51,1.2,1.07,1.14,2.04,1.47,2.82
User 283,0.58,1.84,2.18,1.02,1.58,1.6,2.66
User 284,0.74,1.28,1.36,1.26,2.48,1.28,2.64
User 285,0.9,1.52,0.32,0.62,2.08,1.66,2.96
User 286,0.51,1.44,0.26,0.34,0.82,1.73,2.88
User 287,0.93,1.76,0.58,2,2.44,1.22,2.42
User 288,0.77,1.96,0.93,0.66,1.6,3.14,2.8
User 289,1.18,1.2,0.99,1.3,1.86,0.86,3.62
User 290,0.96,1.32,0.56,0.98,2.06,1.18,3.3
User 291,1.09,1.12,2.35,1.3,2.64,1.47,2.54
User 292,1.09,1.16,0.35,0.66,1.34,1.41,3.14
User 293,0.67,1.52,0.35,1.06,1.38,1.28,2.96
User 294,0.77,0.76,0.8,0.46,1.34,1.82,2.66
User 295,0.58,1.2,0.18,0.54,0.76,1.63,2.94
User 296,0.67,0.84,0.82,0.56,1.4,1.47,2.56
User 297,0.7,1.28,0.26,1.06,1.6,1.41,2.8
User 298,0.77,1.16,1.62,0.56,1.4,1.12,2.54
User 299,1.79,0.88,1.42,0.72,1.78,1.63,2.42
User 300,0.8,1.92,0.35,0.74,2.18,1.89,2.58
User 301,0.61,1.12,0.22,0.58,1.2,1.63,3.12
User 302,0.42,1.16,2.22,0.88,1.26,1.25,2.5
User 303,0.74,0.96,2.27,0.5,1.26,1.6,2.56
User 304,0.61,1.4,0.27,0.88,1.34,1.73,2.88
User 305,1.02,1.04,1.97,0.64,2.74,1.86,2.64
User 306,0.83,1.64,0.35,0.78,1.48,1.41,2.66
User 307,1.02,1.28,0.77,1.06,2.48,1.73,2.94
User 308,0.7,1.48,2.43,1.82,2.38,2.72,2.48
User 309,1.55,0,0.24,0.22,1.38,1.28,2.58
User 310,0.51,1.2,2.19,0.88,2.24,1.41,2.32
User 311,0.51,1.76,0.22,0.66,1.46,2.4,2.74
User 312,0.54,1.52,0.24,0.74,1.5,1.76,3.04
User 313,0.38,1.16,1.65,1.1,1.3,1.22,2.62
User 314,0.77,1.48,1.19,1.58,2.5,1.6,2.5
User 315,0.58,1.8,0.7,1.52,2.22,1.98,2.98
User 316,1.09,0.76,0.93,0.58,1.94,2.02,2.64
User 317,0.96,1.32,2.05,1.6,2.24,1.79,2.62
User 318,0.67,1.28,0.14,1.02,1.62,1.47,2.82
User 319,0.74,1,2.77,0.4,1.46,1.34,2.46
User 320,0.93,1.2,0.18,0.54,1.46,1.22,3.42
User 321,1.02,1,0.27,0.98,1.82,1.6,2.88
User 322,1.09,1,0.77,0.42,1.62,2.27,3.36
User 323,3.22,1.84,0.22,0.9,2.46,1.57,2.72
User 324,0.48,1.16,0.21,0.26,0.86,1.25,2.7
User 325,0.45,1.2,0.86,0.7,1.4,1.44,2.48
User 326,0.96,0.88,1.63,1.52,2.54,1.28,2.48
User 327,0.54,1.6,2.33,1.26,2.08,2.5,2.42
User 328,0.86,1.72,1.2,1.74,3.24,1.5,2.4
User 329,1.41,1.96,1.23,0.42,2.26,1.18,2.32
User 330,0.8,1.16,1.2,1.02,2.1,1.22,2.56
User 331,0.74,1.44,0.24,1.98,1.62,3.17,3.22
User 332,0.67,1.36,1.9,1.46,1.86,0.99,2.74
User 333,1.47,0.72,0.53,0.48,1.9,1.63,2.88
User 334,0.7,0.76,0.18,0.96,2.54,1.6,2.54
User 335,0.74,1.84,0.16,0.24,0.96,1.57,2.42
User 336,0.74,1.08,1.57,1.98,1.78,1.28,2.72
User 337,0.48,1.88,1.82,1.3,1.7,1.09,2.8
User 338,0.38,1.32,0.46,0.56,0.98,1.02,3.44
User 339,0.77,1.36,0.43,1.72,2.91,1.86,2.58
User 340,1.57,1.28,0.83,0.48,1.38,1.44,2.86
User 341,0.77,2.2,1.3,1.78,2.88,1.6,2.46
User 342,0.64,1.52,1.89,1.36,2.26,2.62,2.38
User 343,0.99,1.52,1.68,1.42,1.86,1.47,3.12
User 344,1.25,1.24,2.3,0.74,2.16,1.73,2.42
User 345,0.7,0.96,0.74,1.04,2.12,0.9,3.06
User 346,0.58,1.2,0.16,0.62,0.98,1.66,3.02
User 347,0.93,1.88,0.48,1.26,1.94,2.4,2.66
User 348,0.54,1.32,0.96,0.8,1.48,1.86,2.7
User 349,0.67,1.08,2.9,1.1,1.94,1.15,2.32
User 350,0.8,1.12,2.3,1.46,2.74,1.22,2.4
User 351,1.57,0.92,1.06,0.16,2.1,1.54,2.98
User 352,0.99,1.12,0.24,0.32,1.58,1.63,2.78
User 353,1.18,0.88,1.33,0.96,2.88,1.92,2.56
User 354,0.58,0.88,0.88,0.26,1.14,1.41,3.26
User 355,0.83,1.48,0.88,0.82,1.4,1.06,3.36
User 356,0.86,1.04,0.56,0.7,0.92,1.22,3.06
User 357,0.54,1.36,0.24,1.12,1.8,1.57,2.56
User 358,1.09,1.36,2.02,0.18,0.54,1.28,3.12
User 359,0.67,0.96,0.37,1.6,2.52,2.3,2.7
User 360,1.76,1.2,1.3,0.38,0.94,1.15,3.14
User 361,0.58,1.48,0.19,0.16,1.26,1.66,2.7
User 362,1.09,1.6,1.3,1.82,2.26,1.6,2.54
User 363,0.99,2,2.13,1.82,2.6,1.5,2.46
User 364,0.83,1.16,0.16,0.72,1.28,1.41,3.28
User 365,0.46,1.96,0.86,1.44,2.18,1.41,2.88
User 366,1.12,2.12,1.62,0.98,2.02,1.28,2.5
User 367,1.31,0.88,0.77,1.3,1.9,1.98,2.46
User 368,0.74,1,0.22,1.14,1.88,1.73,2.72
User 369,0.93,1,1.7,0.86,1.6,1.09,2.7
User 370,0.58,1.2,0.19,1.3,2.66,1.22,2.48
User 371,1.02,0.92,1.54,0.7,1.58,1.7,3.26
User 372,0.35,1.36,2.25,1.1,1.52,1.89,2.94
User 373,1.47,1.04,1.01,1.3,2.12,1.5,2.66
User 374,1.79,1.04,1.74,1.46,2.58,1.41,2.5
User 375,0.74,1.24,0.72,1.12,1.66,2.05,2.88
User 376,0.9,1.84,2.46,0.86,2.36,1.86,2.4
User 377,1.41,0.96,1.94,1.82,2.8,1.6,2.54
User 378,0.7,2.96,0.43,1.12,1.92,1.31,3.26
User 379,0.77,0.96,0.29,0.78,1.22,1.38,2.64
User 380,0.48,1.68,0.27,1.3,2.06,1.92,2.78
User 381,0.67,1.48,0.51,0.54,1.06,1.5,3.2
User 382,0.64,1.6,0.3,0.54,1.3,1.76,3.22
User 383,0.86,1.6,0.19,1.12,1.66,1.5,2.7
User 384,0.83,2,1.82,0.66,1.24,1.57,2.8
User 385,0.64,1.2,0.14,0.1,0.38,1.15,3.2
User 386,0.8,1.48,2.16,1.38,2.56,1.41,2.42
User 387,0.8,2,1.22,1.44,2.46,1.44,2.46
User 388,1.06,0.84,0.16,1.04,1.98,1.44,2.5
User 389,0.8,1.48,0.42,0.64,1.76,1.7,2.98
User 390,0.64,1.76,0.16,0.64,1.48,1.02,2.98
User 391,0.8,1.96,1.44,0.82,2.46,1.57,2.66
User 392,0.83,1.24,0.58,0.58,1.34,1.5,3.22
User 393,0.96,1.96,1.31,1.3,2.5,1.86,2.58
User 394,0.86,0.96,0.19,0.54,1.36,1.34,2.9
User 395,1.76,0.56,1.33,0.94,2.18,1.63,3.34
User 396,0.74,1.4,1.65,1.44,1.86,1.5,2.46
User 397,1.15,1.4,1.38,0.98,1.66,1.02,3.3
User 398,1.57,1.96,1.12,0.78,1.98,1.06,2.66
User 399,0.74,1.16,0.5,0.5,1.18,1.63,2.98
User 400,0.77,1.64,1.39,0.78,1.98,1.98,2.64
User 401,0.9,1.04,0.27,0.9,1.74,1.6,2.86
User 402,0.77,1.12,1.84,0.9,2.18,1.44,2.54
User 403,0.8,1.16,0.18,1.04,1.66,1.86,2.94
User 404,0.45,1.52,0.16,0.58,1.08,1.73,3.04
User 405,0.96,1.96,1.97,1.34,1.92,1.82,2.72
User 406,1.06,1.76,1.42,1.38,2.18,1.54,2.56
User 407,0.64,1.08,1.74,0.78,1.74,1.41,2.8
User 408,0.8,1.12,2.3,1.46,2.74,1.22,2.4
User 409,1.18,2.8,1.94,0.56,2.1,2.34,2.48
User 410,0.64,1.72,2.4,1.6,2.46,2.53,2.34
User 411,0.7,1.24,1.01,1.1,1.74,1.57,2.88
User 412,0.96,1.88,0.22,1.34,2.5,1.44,2.54
User 413,0.74,2.72,1.76,0.98,1.78,1.22,2.34
User 414,1.44,2.6,1.55,0.3,2.12,1.54,2.5
User 415,0.9,1.24,0.34,0.74,2.78,2.05,2.62
User 416,0.58,1.24,2.77,0.86,2.62,1.47,2.4
User 417,0.77,1.8,0.61,0.56,1.7,1.57,2.98
User 418,0.86,1.48,0.14,0.3,0.66,1.06,3.5
User 419,0.64,1.24,0.26,0.9,1.54,1.25,3.2
User 420,1.39,1.52,1.47,1.76,3.24,1.73,2.42
User 421,0.8,1.56,3.03,1.12,2.06,1.5,2.4
User 422,1.12,1,0.9,0.62,1.6,2.11,2.74
User 423,0.51,2.92,0.16,1.54,2,0.96,2.46
User 424,0.64,1.6,0.24,0.94,1.42,1.6,3.04
User 425,0.64,1.6,1.23,1.36,2.34,0.86,3.04
User 426,1.97,0.4,0.22,0.66,2.06,1.54,2.58
User 427,1.02,2.48,1.7,1.5,2.04,1.41,2.38
User 428,0.7,1.28,0.35,0.96,1.22,1.89,3.18
User 429,0.9,1.32,0.19,0.42,1.3,1.25,3.12
User 430,1.02,1.2,0.3,1.1,1.9,1.34,3.42
User 431,0.42,0.88,2.03,0.64,2.44,1.34,3.12
User 432,0.99,1.36,1.09,1.36,2.86,1.79,2.74
User 433,0.74,2,1.66,1.62,1.76,1.47,2.42
User 434,1.31,2.64,1.73,2.06,2.58,1.47,2.32
User 435,0.83,2.32,1.26,1.66,2.4,1.22,2.4
User 436,1.12,1.44,0.26,0.3,1.66,1.54,2.94
User 437,0.54,1.36,0.32,1.02,1.48,1.44,3.44
User 438,1.06,1.08,0.13,0.32,2.5,1.98,2.5
User 439,0.48,1.56,0.29,0.56,2.12,1.5,2.66
